model	tau	ok_mean
blip2	0.05	0.1388888888888889
blip2	0.05263157894736842	0.0
blip2	0.05555555555555555	0.08333333333333333
blip2	0.058823529411764705	0.5714285714285714
blip2	0.0625	0.19444444444444445
blip2	0.06666666666666667	0.1875
blip2	0.07142857142857142	0.3333333333333333
blip2	0.07692307692307693	0.16666666666666666
blip2	0.08333333333333333	0.0
blip2	0.09090909090909091	0.0
blip2	0.1	0.08823529411764706
blip2	0.10526315789473684	0.0
blip2	0.1111111111111111	0.0
blip2	0.11764705882352941	0.3333333333333333
blip2	0.125	0.23255813953488372
blip2	0.13333333333333333	0.3333333333333333
blip2	0.14285714285714285	0.0
blip2	0.15	0.34375
blip2	0.15384615384615385	0.4
blip2	0.15789473684210525	0.15384615384615385
blip2	0.16666666666666666	0.5238095238095238
blip2	0.17647058823529413	0.1
blip2	0.18181818181818182	0.3333333333333333
blip2	0.1875	0.41935483870967744
blip2	0.2	0.19540229885057472
blip2	0.21052631578947367	0.21428571428571427
blip2	0.21428571428571427	0.5
blip2	0.2222222222222222	0.0
blip2	0.23076923076923078	0.375
blip2	0.23529411764705882	0.5714285714285714
blip2	0.25	0.19148936170212766
blip2	0.2631578947368421	0.3076923076923077
blip2	0.26666666666666666	0.058823529411764705
blip2	0.2727272727272727	0.5
blip2	0.2777777777777778	0.375
blip2	0.2857142857142857	0.05555555555555555
blip2	0.29411764705882354	0.1
blip2	0.3	0.14285714285714285
blip2	0.3076923076923077	0.0
blip2	0.3125	0.2903225806451613
blip2	0.3157894736842105	0.16666666666666666
blip2	0.3333333333333333	0.18181818181818182
blip2	0.35	0.08571428571428572
blip2	0.35294117647058826	0.0
blip2	0.35714285714285715	0.5
blip2	0.36363636363636365	0.21052631578947367
blip2	0.3684210526315789	0.35
blip2	0.375	0.15555555555555556
blip2	0.38461538461538464	0.5
blip2	0.3888888888888889	0.1
blip2	0.4	0.1797752808988764
blip2	0.4117647058823529	0.0
blip2	0.4166666666666667	0.6666666666666666
blip2	0.42105263157894735	0.07692307692307693
blip2	0.42857142857142855	0.0
blip2	0.4375	0.2647058823529412
blip2	0.4444444444444444	0.1111111111111111
blip2	0.45	0.22857142857142856
blip2	0.45454545454545453	0.4444444444444444
blip2	0.46153846153846156	0.14285714285714285
blip2	0.4666666666666667	0.05263157894736842
blip2	0.47058823529411764	0.25
blip2	0.47368421052631576	0.7692307692307693
blip2	0.5	0.23076923076923078
blip2	0.5263157894736842	0.14285714285714285
blip2	0.5294117647058824	0.0
blip2	0.5333333333333333	0.2631578947368421
blip2	0.5384615384615384	0.3333333333333333
blip2	0.5454545454545454	0.0
blip2	0.55	0.15555555555555556
blip2	0.5555555555555556	0.2727272727272727
blip2	0.5625	0.25
blip2	0.5714285714285714	0.1111111111111111
blip2	0.5789473684210527	0.0625
blip2	0.5833333333333334	0.0
blip2	0.5882352941176471	0.0
blip2	0.6	0.11392405063291139
blip2	0.6111111111111112	0.16666666666666666
blip2	0.6153846153846154	0.1
blip2	0.625	0.10416666666666667
blip2	0.631578947368421	0.0625
blip2	0.6363636363636364	0.05555555555555555
blip2	0.6428571428571429	0.0
blip2	0.6470588235294118	0.16666666666666666
blip2	0.65	0.06666666666666667
blip2	0.6666666666666666	0.17647058823529413
blip2	0.6842105263157895	0.125
blip2	0.6875	0.25806451612903225
blip2	0.6923076923076923	0.2
blip2	0.7	0.14864864864864866
blip2	0.7058823529411765	0.16666666666666666
blip2	0.7142857142857143	0.17647058823529413
blip2	0.7222222222222222	0.3333333333333333
blip2	0.7272727272727273	0.5
blip2	0.7333333333333333	0.2
blip2	0.7368421052631579	0.045454545454545456
blip2	0.75	0.27472527472527475
blip2	0.7647058823529411	0.3333333333333333
blip2	0.7692307692307693	0.3333333333333333
blip2	0.7777777777777778	0.1111111111111111
blip2	0.7857142857142857	0.6666666666666666
blip2	0.7894736842105263	0.21428571428571427
blip2	0.8	0.09782608695652174
blip2	0.8125	0.2222222222222222
blip2	0.8181818181818182	0.2857142857142857
blip2	0.8235294117647058	0.2
blip2	0.8333333333333334	0.35
blip2	0.8421052631578947	0.0625
blip2	0.8461538461538461	0.0
blip2	0.85	0.15789473684210525
blip2	0.8571428571428571	0.0
blip2	0.8666666666666667	0.23529411764705882
blip2	0.875	0.2222222222222222
blip2	0.8823529411764706	0.5714285714285714
blip2	0.8888888888888888	0.6
blip2	0.8947368421052632	0.07692307692307693
blip2	0.9	0.1267605633802817
blip2	0.9090909090909091	0.3333333333333333
blip2	0.9166666666666666	0.1
blip2	0.9230769230769231	0.4
blip2	0.9285714285714286	0.0
blip2	0.9333333333333333	0.05
blip2	0.9375	0.21875
blip2	0.9411764705882353	0.07692307692307693
blip2	0.9444444444444444	0.8571428571428571
blip2	0.9473684210526315	0.2
blip2	0.95	0.2647058823529412
blip2	1.0	0.1148936170212766
llava	0.05	0.75
llava	0.05263157894736842	0.45
llava	0.05555555555555555	0.5
llava	0.058823529411764705	0.5714285714285714
llava	0.0625	0.4722222222222222
llava	0.06666666666666667	0.5625
llava	0.07142857142857142	0.3333333333333333
llava	0.07692307692307693	0.3333333333333333
llava	0.08333333333333333	1.0
llava	0.09090909090909091	0.9090909090909091
llava	0.1	0.3382352941176471
llava	0.10526315789473684	0.8666666666666667
llava	0.1111111111111111	0.45454545454545453
llava	0.11764705882352941	0.6666666666666666
llava	0.125	0.46511627906976744
llava	0.13333333333333333	0.5555555555555556
llava	0.14285714285714285	0.29411764705882354
llava	0.15	0.46875
llava	0.15384615384615385	0.4
llava	0.15789473684210525	0.5384615384615384
llava	0.16666666666666666	0.42857142857142855
llava	0.17647058823529413	0.7
llava	0.18181818181818182	0.5333333333333333
llava	0.1875	0.6774193548387096
