sample_id,turn,img_idxes,image_files,question,answer
1,1,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,Image1: <ImageHere>. Image2: <ImageHere>. Image3: <ImageHere>. What natural features are visible in the landscape of Image3?,cliffs B: ocean C: sky D: grass E: trees F: water G: clouds H: rocks I: people J: buildings K: roads L: fences M: houses N: cars O: boats P: airplanes R: trains S: ships T: planes U: mountains V: lakes W: rivers X: forests Y: deserts Z: plains The cliffs of the island are a large cliff that is located near the ocean and has a rocky shoreline and a small beach on the [TRUNCATED?]
1,2,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,How might the geographical terrain and natural beauty seen in Image3 contribute to its current use as a tourist destination?,"The coastline is steep and rocky, with cliffs and caves on the ocean side of the island [TRUNCATED?]"
1,3,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,Image4: <ImageHere>. Describe the geographical features visible in the Image4. What natural formations and landcovers can you identify?,"The image shows a small island surrounded by water and mountains An aerial view of the lake and surrounding area with the volcano in background photo by brian k an aerial photo of lake batur with the volcanoes in background photograph by jonathan p lake borobudur is a volcanic crater lake in central java, indonesia the largest Buddhist temple in india, the buddha statue is in front of it a view from the top of bora boro view from boran bintang budapest, hungary aerial view city of [TRUNCATED?]"
1,4,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,"How do the geographical features in Image1, Image2, Image3, and Image4 differ from one another?",Image 1 is a lake surrounded by mountains. [TRUNCATED?]
1,5,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,What similarities can you observe in the waterfront environments depicted in Image2 and Image3?,"The water is calm, the sky is blue, and the land is rocky Image4 The image shows a cliff that has a large rock on it the rock is in a position that would be very difficult to climb up there is a small beach below the cliff a small island is visible in front of the beach some trees are visible on the island this is an example of a natural landscape natural landscapes are the most common type of landscape in nature they are found everywhere in this image, there is no man made structure you can see the ocean in this landscape because it is not covered with buildings [TRUNCATED?]"
1,6,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,"Describe the types of water bodies present in Image1, Image2, Image3, and Image4.","Lake Toba Lake Tobas is a lake located in north Sumatra, Indonesia. [TRUNCATED?]"
1,7,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,Identify and compare the potential tourist activities that could be enjoyed in the settings shown in Image2 and Image4.,"image2 is a lake surrounded by mountains and houses, and image4 is an island surrounded with water and trees an aerial view of the island of bali image4 bali island bali island tourism island of bali indonesia tourism travel holiday holidays vacation france japan italy usa south korea china korea south southeast asia travel asia travel guide aerial view aerial view balinese airline flight plane flying sky view panor [TRUNCATED?]"
1,8,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,How might the geological history of Image1 and Image3 have influenced their current landscapes?,Image 1 is a large cliff that was formed by erosion over time Image 3 is an eroded cliff with a small island in the middle The geological histories of both images have affected their landscapes An image of a cliff and ocean with a blue sky and clouds on a sunny day a cliff that has eroded over time and has formed a little island in the ocean with clouds blue sky and sun an image of a cliff ocean sky landscape image of the ocean and cliffs sea water sand rock trees [TRUNCATED?]
1,9,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,"Discuss the significance of the natural features seen in Image1, Image3, and Image4 from an ecological or cultural perspective.",Image 1 is a view of a lake surrounded by mountains and trees. [TRUNCATED?]
1,10,0;1;2;3,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-s3xK0zil-c78DEL_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DC__1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDD_1.jpg;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/Bk7v-snxK0zil-c78DDP_1.jpg,Compare and contrast how human settlements and activities are integrated into the natural environments in Image2 and Image4.,"Image 2 is a view of the city of bali, indonesia. [TRUNCATED?]"
