turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,qwen,20
2,,0,1.0,1,0.0,1,qwen,20
3,,0,1.0,1,0.0,1,qwen,20
4,,0,1.0,1,0.0,1,qwen,20
5,,0,1.0,1,0.0,1,qwen,20
6,,0,1.0,1,0.0,1,qwen,20
7,,0,1.0,1,0.0,1,qwen,20
8,,0,1.0,1,0.0,1,qwen,20
9,,0,1.0,1,0.0,1,qwen,20
10,,0,1.0,1,0.0,1,qwen,20
11,,0,1.0,1,0.0,1,qwen,20
12,,0,1.0,1,0.0,1,qwen,20
13,,0,1.0,1,0.0,1,qwen,20
14,,0,1.0,1,0.0,1,qwen,20
15,,0,1.0,1,0.0,1,qwen,20
16,,0,1.0,1,0.0,1,qwen,20
17,,0,1.0,1,0.0,1,qwen,20
18,,0,1.0,1,0.0,1,qwen,20
19,,0,1.0,1,0.0,1,qwen,20
