turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,43
2,,0,1.0,1,0.0,1,blip2,43
3,,0,1.0,1,0.0,1,blip2,43
4,,0,1.0,1,0.0,1,blip2,43
5,,0,1.0,1,0.0,1,blip2,43
6,,0,1.0,1,0.0,1,blip2,43
7,,0,1.0,1,0.0,1,blip2,43
8,,0,1.0,1,0.0,1,blip2,43
9,,0,1.0,1,0.0,1,blip2,43
10,,0,1.0,1,0.0,1,blip2,43
11,,0,1.0,1,0.0,1,blip2,43
12,,0,1.0,1,0.0,1,blip2,43
13,,0,1.0,1,0.0,1,blip2,43
14,,0,1.0,1,0.0,1,blip2,43
15,,0,1.0,1,0.0,1,blip2,43
16,,0,1.0,1,0.0,1,blip2,43
