turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,15
2,,0,1.0,1,0.0,1,llava,15
3,,0,1.0,1,0.0,1,llava,15
4,,0,1.0,1,0.0,1,llava,15
5,,0,1.0,1,0.0,1,llava,15
6,,0,1.0,1,0.0,1,llava,15
7,,0,1.0,1,0.0,1,llava,15
8,,0,1.0,1,0.0,1,llava,15
9,,0,1.0,1,0.0,1,llava,15
10,,0,1.0,1,0.0,1,llava,15
11,,0,1.0,1,0.0,1,llava,15
12,,0,1.0,1,0.0,1,llava,15
13,,0,1.0,1,0.0,1,llava,15
14,,0,1.0,1,0.0,1,llava,15
15,,0,0.0,1,0.0,1,llava,15
16,,0,1.0,1,0.0,1,llava,15
17,,0,1.0,1,0.0,1,llava,15
18,,0,1.0,1,0.0,1,llava,15
19,,0,1.0,1,0.0,1,llava,15
20,,0,1.0,1,0.0,1,llava,15
