turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,85
2,,0,1.0,1,0.0,1,blip2,85
3,,0,1.0,1,0.0,1,blip2,85
4,,0,1.0,1,0.0,1,blip2,85
5,,0,1.0,1,0.0,1,blip2,85
6,,0,1.0,1,0.0,1,blip2,85
7,,0,1.0,1,0.0,1,blip2,85
8,,0,1.0,1,0.0,1,blip2,85
9,,0,1.0,1,0.0,1,blip2,85
10,,0,1.0,1,0.0,1,blip2,85
11,,0,1.0,1,0.0,1,blip2,85
12,,0,1.0,1,0.0,1,blip2,85
13,,0,1.0,1,0.0,1,blip2,85
14,,0,1.0,1,0.0,1,blip2,85
15,,0,1.0,1,0.0,1,blip2,85
16,,0,1.0,1,0.0,1,blip2,85
17,,0,1.0,1,0.0,1,blip2,85
18,,0,1.0,1,0.0,1,blip2,85
