turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,qwen,108
2,,0,1.0,1,0.0,1,qwen,108
3,,0,1.0,1,0.0,1,qwen,108
4,,0,1.0,1,0.0,1,qwen,108
5,,0,0.0,1,0.0,1,qwen,108
6,,0,1.0,1,0.0,1,qwen,108
7,,0,1.0,1,0.0,1,qwen,108
8,,0,1.0,1,0.0,1,qwen,108
9,,0,1.0,1,0.0,1,qwen,108
10,,0,1.0,1,0.0,1,qwen,108
11,,0,1.0,1,0.0,1,qwen,108
12,,0,1.0,1,0.0,1,qwen,108
13,,0,1.0,1,0.0,1,qwen,108
14,,0,1.0,1,0.0,1,qwen,108
15,,0,1.0,1,0.0,1,qwen,108
16,,0,1.0,1,0.0,1,qwen,108
17,,0,1.0,1,0.0,1,qwen,108
