sample_id,turn,img_idxes,image_files,question,answer
102,1,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Image 1: <ImageHere>. Image 2: <ImageHere>. Image 3: <ImageHere>. Image 4: <ImageHere>. Image 5: <ImageHere>. Image 6: <ImageHere>. Image 7: <ImageHere>. Image 8: <ImageHere>. Image 9: <ImageHere>. How do the environments depicted in image 9, image 2, image 3, image 6, image 7, image 8, and image 5 differ, and what can these differences tell us about the diverse habitats in which similar species can thrive?",The man is kneeling down next to a cow The man kneeling next the cow is holding a gun the cow has antlers there is a fence in the background a tree in front of the fence some grass in between the man and the animal an animal is in a field grass in another field behind the animals another animal in an open field with some trees more grass two animals in two different fields one animal on the ground three animals on a hill trees in different places animals in other places in this picture people in some places on this planet water in others [TRUNCATED?]
102,2,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Based on the activities shown in image 9 and the apparent state of the subjects in image 5, what might be the different contexts or stories behind these images?",The man is hunting The man has killed an animal He is posing with the animal for a picture There is a dead animal lying on a field Man kneeling next to a deer man kneeling in front of a cow a man kneeling with a goat the man holding a rifle an antelope two men kneeling one man sitting three men sitting on their knees four men standing five men on all fours six men squatting seven men lying down eight men laying down on ground nine men in a circle ten men crouching eleven men with their backs to the camera [TRUNCATED?]
102,3,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"By observing the horn shapes and body sizes in image 2, image 3, image 6, image 7, and image 8, how could these physical characteristics be advantageous for their survival in their respective habitats?",The horns of the rams in images 2 and 3 are similar in shape and size. [TRUNCATED?]
102,4,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Considering the presence of humans in image 5, what might be the impact of human interactions with wildlife as illustrated, and what ethical considerations arise from such scenarios?",The man is kneeling down to take a picture of a cow Man kneeling on the ground The man has a gun There are two other animals in the picture It is a sunny day He is wearing a hat His face is not shown This is an animal An animal is being hunted Hunting is legal People are allowed to hunt Wildlife is protected Animals are not endangered Bears are protected by law Cows are hunted for food Ducks are killed for sport Deer are shot for meat Frogs are eaten Gazelles are slaughtered H [TRUNCATED?]
102,5,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Considering the environments depicted in image 1, image 3, image 7, image 8, and image 5, what similarities and differences can you observe concerning the habitats of the animals shown?",The animals depicted are all antelope. [TRUNCATED?]
102,6,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Analyzing the behavior of the animals in image 1 versus the individual animals in image 3, image 7, and image 8, how do the interactions among same species differ in water-based versus land-based environments?",The animals are standing on a snowy hillside. [TRUNCATED?]
102,7,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Based on the body language and context shown in image 1, image 3, image 7, image 8 and image 5, which image portrays the most relaxed state of its subject, and what might be the contributing factors?",Image 2 is the least relaxed. [TRUNCATED?]
102,8,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"In image 1, image 9, and image 5, various animals are depicted in different environments. How might the habitats suggested in these images influence the behaviors and physical adaptations of the animals shown?",The animals depicted are all hunted. [TRUNCATED?]
102,9,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"The animals featured in image 3, image 6, and image 7 all have distinctive horn shapes. What could be the significance of these variations in horn shape with respect to the animals' survival and mating rituals?",Horns are used for mating and survival. [TRUNCATED?]
102,10,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Observing the expressions and postures of the animals in image 3, image 6, image 7, and image 8, what emotions or states of mind could one interpret from these images, and how might such interpretations reflect the challenges or comforts of their natural habitats?",The animals are in a state of alertness.
102,11,0;1;2;3;4,/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00000552.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00002669.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00004840.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00009267.JPEG;/fs/nexus-scratch/byan1/MMDU-main/_mmdu_pics/mmdu_pics/ILSVRC2012_val_00003402.JPEG,"Considering image 1, image 9, and image 5, describe how human activities or presence may impact the behaviors or habitats of the animals pictured in these images.",The man is kneeling down next to a large animal that is laying down a man kneeling next a deer man kneeling with a dead deer in the background deer laying on the ground the man kneels next the deer with his gun an animal laying in a field animal laying next man animals laying around a man in front of a tree men kneeling in grass two men kneeling one man and an animal another man with an antelope three men with antelopes four men and antellopes in different poses five men in various poses with animals six men standing next animals in [TRUNCATED?]
