turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,93
2,,0,1.0,1,0.0,1,blip2,93
3,,0,1.0,1,0.0,1,blip2,93
4,,0,1.0,1,0.0,1,blip2,93
5,,0,1.0,1,0.0,1,blip2,93
6,,0,1.0,1,0.0,1,blip2,93
7,,0,1.0,1,0.0,1,blip2,93
8,,0,1.0,1,0.0,1,blip2,93
9,,0,1.0,1,0.0,1,blip2,93
10,,0,1.0,1,0.0,1,blip2,93
11,,0,1.0,1,0.0,1,blip2,93
12,,0,0.0,1,0.0,1,blip2,93
13,,0,1.0,1,0.0,1,blip2,93
14,,0,1.0,1,0.0,1,blip2,93
15,,0,1.0,1,0.0,1,blip2,93
16,,0,1.0,1,0.0,1,blip2,93
17,,0,1.0,1,0.0,1,blip2,93
18,,0,1.0,1,0.0,1,blip2,93
19,,0,1.0,1,0.0,1,blip2,93
