turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,81
2,,0,1.0,1,0.0,1,blip2,81
3,,0,1.0,1,0.0,1,blip2,81
4,,0,1.0,1,0.0,1,blip2,81
5,,0,1.0,1,0.0,1,blip2,81
6,,0,1.0,1,0.0,1,blip2,81
7,,0,1.0,1,0.0,1,blip2,81
8,,0,1.0,1,0.0,1,blip2,81
9,,0,1.0,1,0.0,1,blip2,81
10,,0,1.0,1,0.0,1,blip2,81
11,,0,1.0,1,0.0,1,blip2,81
12,,0,1.0,1,0.0,1,blip2,81
13,,0,1.0,1,0.0,1,blip2,81
14,,0,1.0,1,0.0,1,blip2,81
15,,0,1.0,1,0.0,1,blip2,81
16,,0,1.0,1,0.0,1,blip2,81
17,,0,1.0,1,0.0,1,blip2,81
18,,0,1.0,1,0.0,1,blip2,81
19,,0,1.0,1,0.0,1,blip2,81
20,,0,1.0,1,0.0,1,blip2,81
