turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,33
2,,0,1.0,1,0.0,1,llava,33
3,,0,1.0,1,0.0,1,llava,33
4,,0,0.0,1,0.0,1,llava,33
5,,0,1.0,1,0.0,1,llava,33
6,,0,1.0,1,0.0,1,llava,33
7,,0,0.0,1,0.0,1,llava,33
8,,0,1.0,1,0.0,1,llava,33
9,,0,1.0,1,0.0,1,llava,33
10,,0,1.0,1,0.0,1,llava,33
11,,0,0.0,1,0.0,1,llava,33
12,,0,1.0,1,0.0,1,llava,33
13,,0,1.0,1,0.0,1,llava,33
14,,0,1.0,1,0.0,1,llava,33
15,,0,1.0,1,0.0,1,llava,33
16,,0,1.0,1,0.0,1,llava,33
17,,0,1.0,1,0.0,1,llava,33
18,,0,1.0,1,0.0,1,llava,33
19,,0,1.0,1,0.0,1,llava,33
20,,0,1.0,1,0.0,1,llava,33
