turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,qwen,99
2,,0,1.0,1,0.0,1,qwen,99
3,,0,1.0,1,0.0,1,qwen,99
4,,0,1.0,1,0.0,1,qwen,99
5,,0,1.0,1,0.0,1,qwen,99
6,,0,1.0,1,0.0,1,qwen,99
7,,0,1.0,1,0.0,1,qwen,99
8,,0,1.0,1,0.0,1,qwen,99
9,,0,1.0,1,0.0,1,qwen,99
10,,0,1.0,1,0.0,1,qwen,99
11,,0,1.0,1,0.0,1,qwen,99
12,,0,1.0,1,0.0,1,qwen,99
13,,0,1.0,1,0.0,1,qwen,99
14,,0,1.0,1,0.0,1,qwen,99
15,,0,1.0,1,0.0,1,qwen,99
16,,0,1.0,1,0.0,1,qwen,99
17,,0,1.0,1,0.0,1,qwen,99
18,,0,1.0,1,0.0,1,qwen,99
19,,0,1.0,1,0.0,1,qwen,99
