turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,0.0,1,0.0,1,blip2,23
2,,0,1.0,1,0.0,1,blip2,23
3,,0,1.0,1,0.0,1,blip2,23
4,,0,1.0,1,0.0,1,blip2,23
5,,0,1.0,1,0.0,1,blip2,23
6,,0,1.0,1,0.0,1,blip2,23
7,,0,1.0,1,0.0,1,blip2,23
8,,0,1.0,1,0.0,1,blip2,23
9,,0,1.0,1,0.0,1,blip2,23
10,,0,1.0,1,0.0,1,blip2,23
11,,0,1.0,1,0.0,1,blip2,23
12,,0,1.0,1,0.0,1,blip2,23
13,,0,1.0,1,0.0,1,blip2,23
14,,0,1.0,1,0.0,1,blip2,23
15,,0,0.0,1,0.0,1,blip2,23
16,,0,1.0,1,0.0,1,blip2,23
17,,0,1.0,1,0.0,1,blip2,23
18,,0,1.0,1,0.0,1,blip2,23
19,,0,1.0,1,0.0,1,blip2,23
