turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,22
2,,0,1.0,1,0.0,1,llava,22
3,,0,1.0,1,0.0,1,llava,22
4,,0,1.0,1,0.0,1,llava,22
5,,0,1.0,1,0.0,1,llava,22
6,,0,1.0,1,0.0,1,llava,22
7,,0,1.0,1,0.0,1,llava,22
8,,0,1.0,1,0.0,1,llava,22
9,,0,1.0,1,0.0,1,llava,22
10,,0,1.0,1,0.0,1,llava,22
11,,0,1.0,1,0.0,1,llava,22
12,,0,1.0,1,0.0,1,llava,22
13,,0,1.0,1,0.0,1,llava,22
14,,0,1.0,1,0.0,1,llava,22
15,,0,1.0,1,0.0,1,llava,22
16,,0,1.0,1,0.0,1,llava,22
