turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,91
2,,0,1.0,1,0.0,1,blip2,91
3,,0,1.0,1,0.0,1,blip2,91
4,,0,1.0,1,0.0,1,blip2,91
5,,0,1.0,1,0.0,1,blip2,91
6,,0,1.0,1,0.0,1,blip2,91
7,,0,1.0,1,0.0,1,blip2,91
8,,0,1.0,1,0.0,1,blip2,91
9,,0,1.0,1,0.0,1,blip2,91
10,,0,1.0,1,0.0,1,blip2,91
11,,0,1.0,1,0.0,1,blip2,91
12,,0,1.0,1,0.0,1,blip2,91
13,,0,1.0,1,0.0,1,blip2,91
14,,0,1.0,1,0.0,1,blip2,91
15,,0,1.0,1,0.0,1,blip2,91
16,,0,1.0,1,0.0,1,blip2,91
17,,0,1.0,1,0.0,1,blip2,91
18,,0,1.0,1,0.0,1,blip2,91
19,,0,1.0,1,0.0,1,blip2,91
