turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,0.0,1,0.0,1,llava,51
2,,0,0.0,1,0.0,1,llava,51
3,,0,1.0,1,0.0,1,llava,51
4,,0,1.0,1,0.0,1,llava,51
5,,0,1.0,1,0.0,1,llava,51
6,,0,1.0,1,0.0,1,llava,51
7,,0,1.0,1,0.0,1,llava,51
8,,0,1.0,1,0.0,1,llava,51
9,,0,1.0,1,0.0,1,llava,51
10,,0,1.0,1,0.0,1,llava,51
11,,0,1.0,1,0.0,1,llava,51
12,,0,1.0,1,0.0,1,llava,51
13,,0,1.0,1,0.0,1,llava,51
14,,0,1.0,1,0.0,1,llava,51
15,,0,1.0,1,0.0,1,llava,51
16,,0,1.0,1,0.0,1,llava,51
