turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,93
2,,0,1.0,1,0.0,1,llava,93
3,,0,1.0,1,0.0,1,llava,93
4,,0,1.0,1,0.0,1,llava,93
5,,0,1.0,1,0.0,1,llava,93
6,,0,1.0,1,0.0,1,llava,93
7,,0,1.0,1,0.0,1,llava,93
8,,0,1.0,1,0.0,1,llava,93
9,,0,1.0,1,0.0,1,llava,93
10,,0,1.0,1,0.0,1,llava,93
11,,0,1.0,1,0.0,1,llava,93
12,,0,0.0,1,0.0,1,llava,93
13,,0,1.0,1,0.0,1,llava,93
14,,0,1.0,1,0.0,1,llava,93
15,,0,1.0,1,0.0,1,llava,93
16,,0,1.0,1,0.0,1,llava,93
17,,0,1.0,1,0.0,1,llava,93
18,,0,1.0,1,0.0,1,llava,93
19,,0,1.0,1,0.0,1,llava,93
