turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,2
2,,0,1.0,1,0.0,1,blip2,2
3,,0,1.0,1,0.0,1,blip2,2
4,,0,1.0,1,0.0,1,blip2,2
5,,0,1.0,1,0.0,1,blip2,2
6,,0,1.0,1,0.0,1,blip2,2
7,,0,1.0,1,0.0,1,blip2,2
8,,0,1.0,1,0.0,1,blip2,2
9,,0,1.0,1,0.0,1,blip2,2
10,,0,1.0,1,0.0,1,blip2,2
11,,0,1.0,1,0.0,1,blip2,2
12,,0,1.0,1,0.0,1,blip2,2
13,,0,1.0,1,0.0,1,blip2,2
14,,0,1.0,1,0.0,1,blip2,2
15,,0,1.0,1,0.0,1,blip2,2
16,,0,1.0,1,0.0,1,blip2,2
17,,0,1.0,1,0.0,1,blip2,2
