turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,109
2,,0,1.0,1,0.0,1,blip2,109
3,,0,1.0,1,0.0,1,blip2,109
4,,0,1.0,1,0.0,1,blip2,109
5,,0,1.0,1,0.0,1,blip2,109
6,,0,1.0,1,0.0,1,blip2,109
7,,0,1.0,1,0.0,1,blip2,109
8,,0,1.0,1,0.0,1,blip2,109
9,,0,1.0,1,0.0,1,blip2,109
10,,0,1.0,1,0.0,1,blip2,109
11,,0,1.0,1,0.0,1,blip2,109
12,,0,1.0,1,0.0,1,blip2,109
13,,0,1.0,1,0.0,1,blip2,109
14,,0,1.0,1,0.0,1,blip2,109
15,,0,1.0,1,0.0,1,blip2,109
16,,0,1.0,1,0.0,1,blip2,109
17,,0,1.0,1,0.0,1,blip2,109
18,,0,1.0,1,0.0,1,blip2,109
19,,0,1.0,1,0.0,1,blip2,109
