turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,qwen,55
2,,0,1.0,1,0.0,1,qwen,55
3,,0,1.0,1,0.0,1,qwen,55
4,,0,1.0,1,0.0,1,qwen,55
5,,0,0.0,1,0.0,1,qwen,55
6,,0,1.0,1,0.0,1,qwen,55
7,,0,1.0,1,0.0,1,qwen,55
8,,0,1.0,1,0.0,1,qwen,55
9,,0,1.0,1,0.0,1,qwen,55
10,,0,1.0,1,0.0,1,qwen,55
11,,0,1.0,1,0.0,1,qwen,55
12,,0,1.0,1,0.0,1,qwen,55
13,,0,1.0,1,0.0,1,qwen,55
14,,0,1.0,1,0.0,1,qwen,55
15,,0,1.0,1,0.0,1,qwen,55
16,,0,1.0,1,0.0,1,qwen,55
17,,0,1.0,1,0.0,1,qwen,55
18,,0,1.0,1,0.0,1,qwen,55
19,,0,1.0,1,0.0,1,qwen,55
