turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,blip2,55
2,,0,1.0,1,0.0,1,blip2,55
3,,0,1.0,1,0.0,1,blip2,55
4,,0,1.0,1,0.0,1,blip2,55
5,,0,1.0,1,0.0,1,blip2,55
6,,0,1.0,1,0.0,1,blip2,55
7,,0,1.0,1,0.0,1,blip2,55
8,,0,1.0,1,0.0,1,blip2,55
9,,0,1.0,1,0.0,1,blip2,55
10,,0,1.0,1,0.0,1,blip2,55
11,,0,1.0,1,0.0,1,blip2,55
12,,0,1.0,1,0.0,1,blip2,55
13,,0,1.0,1,0.0,1,blip2,55
14,,0,1.0,1,0.0,1,blip2,55
15,,0,1.0,1,0.0,1,blip2,55
16,,0,1.0,1,0.0,1,blip2,55
17,,0,1.0,1,0.0,1,blip2,55
18,,0,1.0,1,0.0,1,blip2,55
19,,0,1.0,1,0.0,1,blip2,55
