turn,focus_rate,focus_n,answer_ok_rate,answer_ok_n,trunc_rate,trunc_n,model,sample_id
1,,0,1.0,1,0.0,1,llava,61
2,,0,1.0,1,0.0,1,llava,61
3,,0,1.0,1,0.0,1,llava,61
4,,0,1.0,1,0.0,1,llava,61
5,,0,1.0,1,0.0,1,llava,61
6,,0,1.0,1,0.0,1,llava,61
7,,0,1.0,1,0.0,1,llava,61
8,,0,1.0,1,0.0,1,llava,61
9,,0,1.0,1,0.0,1,llava,61
10,,0,1.0,1,0.0,1,llava,61
11,,0,1.0,1,0.0,1,llava,61
12,,0,1.0,1,0.0,1,llava,61
13,,0,1.0,1,0.0,1,llava,61
14,,0,1.0,1,0.0,1,llava,61
15,,0,1.0,1,0.0,1,llava,61
16,,0,1.0,1,0.0,1,llava,61
