model	tau	ok_mean
blip2	0.05	0.3235294117647059
blip2	0.05263157894736842	0.64
blip2	0.05555555555555555	0.0
blip2	0.058823529411764705	0.125
blip2	0.0625	0.17142857142857143
blip2	0.06666666666666667	0.21052631578947367
blip2	0.07142857142857142	0.0
blip2	0.07692307692307693	0.0
blip2	0.08333333333333333	0.5
blip2	0.09090909090909091	0.13333333333333333
blip2	0.1	0.16176470588235295
blip2	0.10526315789473684	0.08
blip2	0.1111111111111111	0.3
blip2	0.11764705882352941	0.4
blip2	0.125	0.17777777777777778
blip2	0.13333333333333333	0.1875
blip2	0.14285714285714285	0.11764705882352941
blip2	0.15	0.1388888888888889
blip2	0.15384615384615385	0.14285714285714285
blip2	0.15789473684210525	0.2857142857142857
blip2	0.16666666666666666	0.058823529411764705
blip2	0.17647058823529413	0.0
blip2	0.18181818181818182	0.0625
blip2	0.1875	0.24242424242424243
blip2	0.2	0.26373626373626374
blip2	0.21052631578947367	0.3076923076923077
blip2	0.21428571428571427	0.0
blip2	0.2222222222222222	0.2222222222222222
blip2	0.23076923076923078	0.125
blip2	0.23529411764705882	0.5384615384615384
blip2	0.25	0.15555555555555556
blip2	0.2631578947368421	0.11764705882352941
blip2	0.26666666666666666	0.05
blip2	0.2727272727272727	0.16666666666666666
blip2	0.2777777777777778	0.0
blip2	0.2857142857142857	0.058823529411764705
blip2	0.29411764705882354	0.0
blip2	0.3	0.11688311688311688
blip2	0.3076923076923077	0.2
blip2	0.3125	0.39285714285714285
blip2	0.3157894736842105	0.07692307692307693
blip2	0.3333333333333333	0.13043478260869565
blip2	0.35	0.16666666666666666
blip2	0.35294117647058826	0.0
blip2	0.35714285714285715	0.3333333333333333
blip2	0.36363636363636365	0.2222222222222222
blip2	0.3684210526315789	0.15384615384615385
blip2	0.375	0.15555555555555556
blip2	0.38461538461538464	0.4
blip2	0.3888888888888889	0.4444444444444444
blip2	0.4	0.2235294117647059
blip2	0.4117647058823529	0.07692307692307693
blip2	0.4166666666666667	0.0
blip2	0.42105263157894735	0.22727272727272727
blip2	0.42857142857142855	0.0
blip2	0.4375	0.3235294117647059
blip2	0.4444444444444444	0.16666666666666666
blip2	0.45	0.19444444444444445
blip2	0.45454545454545453	0.08333333333333333
blip2	0.46153846153846156	0.0
blip2	0.4666666666666667	0.25
blip2	0.47058823529411764	0.2857142857142857
blip2	0.47368421052631576	0.06666666666666667
blip2	0.5	0.17880794701986755
blip2	0.5263157894736842	0.058823529411764705
blip2	0.5294117647058824	0.125
blip2	0.5333333333333333	0.17647058823529413
blip2	0.5384615384615384	0.16666666666666666
blip2	0.5454545454545454	0.0
blip2	0.55	0.05714285714285714
blip2	0.5555555555555556	0.6666666666666666
blip2	0.5625	0.35294117647058826
blip2	0.5714285714285714	0.0625
blip2	0.5789473684210527	0.0
blip2	0.5833333333333334	0.3333333333333333
blip2	0.5882352941176471	0.0
blip2	0.6	0.16666666666666666
blip2	0.6111111111111112	0.4444444444444444
blip2	0.6153846153846154	0.3333333333333333
blip2	0.625	0.25
blip2	0.631578947368421	0.125
blip2	0.6363636363636364	0.3333333333333333
blip2	0.6428571428571429	0.3333333333333333
blip2	0.6470588235294118	0.2857142857142857
blip2	0.65	0.22580645161290322
blip2	0.6666666666666666	0.1794871794871795
blip2	0.6842105263157895	0.0
blip2	0.6875	0.1875
blip2	0.6923076923076923	0.3333333333333333
blip2	0.7	0.19718309859154928
blip2	0.7058823529411765	0.6666666666666666
blip2	0.7142857142857143	0.16666666666666666
blip2	0.7222222222222222	0.2222222222222222
blip2	0.7272727272727273	0.25
blip2	0.7333333333333333	0.25
blip2	0.7368421052631579	0.2777777777777778
blip2	0.75	0.2826086956521739
blip2	0.7647058823529411	0.36363636363636365
blip2	0.7692307692307693	0.3333333333333333
blip2	0.7777777777777778	0.8
blip2	0.7857142857142857	0.6666666666666666
blip2	0.7894736842105263	0.047619047619047616
blip2	0.8	0.11827956989247312
blip2	0.8125	0.11428571428571428
blip2	0.8181818181818182	0.42857142857142855
blip2	0.8235294117647058	0.2857142857142857
blip2	0.8333333333333334	0.047619047619047616
blip2	0.8421052631578947	0.21428571428571427
blip2	0.8461538461538461	0.14285714285714285
blip2	0.85	0.1388888888888889
blip2	0.8571428571428571	0.0
blip2	0.8666666666666667	0.0
blip2	0.875	0.15
blip2	0.8823529411764706	0.2
blip2	0.8888888888888888	0.1111111111111111
blip2	0.8947368421052632	0.0
blip2	0.9	0.15789473684210525
blip2	0.9090909090909091	0.3333333333333333
blip2	0.9166666666666666	0.08333333333333333
blip2	0.9230769230769231	0.125
blip2	0.9285714285714286	0.0
blip2	0.9333333333333333	0.058823529411764705
blip2	0.9375	0.21212121212121213
blip2	0.9411764705882353	0.08333333333333333
blip2	0.9444444444444444	0.2
blip2	0.9473684210526315	0.07692307692307693
blip2	0.95	0.11428571428571428
blip2	1.0	0.1971153846153846
llava	0.05	0.7941176470588235
llava	0.05263157894736842	0.64
llava	0.05555555555555555	0.3333333333333333
llava	0.058823529411764705	0.25
llava	0.0625	0.5714285714285714
llava	0.06666666666666667	0.3684210526315789
llava	0.07142857142857142	0.5
llava	0.07692307692307693	0.4444444444444444
llava	0.08333333333333333	1.0
llava	0.09090909090909091	0.13333333333333333
llava	0.1	0.6470588235294118
llava	0.10526315789473684	0.4
llava	0.1111111111111111	0.3
llava	0.11764705882352941	0.8
llava	0.125	0.5333333333333333
llava	0.13333333333333333	0.6875
llava	0.14285714285714285	0.35294117647058826
llava	0.15	0.5833333333333334
llava	0.15384615384615385	0.2857142857142857
llava	0.15789473684210525	0.38095238095238093
llava	0.16666666666666666	0.47058823529411764
llava	0.17647058823529413	0.1
llava	0.18181818181818182	0.4375
llava	0.1875	0.5151515151515151
llava	0.2	0.5384615384615384
llava	0.21052631578947367	0.46153846153846156
llava	0.21428571428571427	0.0
llava	0.2222222222222222	0.2222222222222222
llava	0.23076923076923078	0.375
llava	0.23529411764705882	0.6153846153846154
llava	0.25	0.36666666666666664
llava	0.2631578947368421	0.29411764705882354
llava	0.26666666666666666	0.25
llava	0.2727272727272727	0.5833333333333334
llava	0.2777777777777778	0.25
llava	0.2857142857142857	0.7058823529411765
llava	0.29411764705882354	0.1875
llava	0.3	0.38961038961038963
llava	0.3076923076923077	0.4
llava	0.3125	0.5
llava	0.3157894736842105	0.6153846153846154
llava	0.3333333333333333	0.391304347826087
llava	0.35	0.3888888888888889
llava	0.35294117647058826	0.07142857142857142
llava	0.35714285714285715	0.0
llava	0.36363636363636365	0.3333333333333333
llava	0.3684210526315789	0.5384615384615384
llava	0.375	0.5111111111111111
llava	0.38461538461538464	0.4
llava	0.3888888888888889	0.4444444444444444
llava	0.4	0.5411764705882353
llava	0.4117647058823529	0.0
llava	0.4166666666666667	0.08333333333333333
llava	0.42105263157894735	0.2727272727272727
llava	0.42857142857142855	0.11764705882352941
llava	0.4375	0.4411764705882353
llava	0.4444444444444444	0.6666666666666666
llava	0.45	0.3888888888888889
llava	0.45454545454545453	0.5833333333333334
llava	0.46153846153846156	0.3333333333333333
llava	0.4666666666666667	0.5
llava	0.47058823529411764	0.42857142857142855
llava	0.47368421052631576	0.6
llava	0.5	0.423841059602649
llava	0.5263157894736842	0.6470588235294118
llava	0.5294117647058824	0.125
llava	0.5333333333333333	0.4117647058823529
llava	0.5384615384615384	0.6666666666666666
llava	0.5454545454545454	0.4375
llava	0.55	0.4857142857142857
llava	0.5555555555555556	0.6666666666666666
llava	0.5625	0.5
llava	0.5714285714285714	0.625
llava	0.5789473684210527	0.4
